date,home_team,away_team,home_score,away_score,hc_line,hc_home,hc_away,ou_line,over,under
2021-05-08,New York Red Bulls,Toronto FC,2,0,-0.5,1.97,1.9300000000000002,+2.75,1.98,1.9100000000000001
2021-05-08,Real Salt Lake,San Jose Earthquakes,1,2,-0.5,2.02,1.8900000000000001,+2.75,1.9300000000000002,1.95
2021-05-09,Sporting Kansas City,Austin FC,2,1,-0.5,1.9300000000000002,1.97,+2.75,1.98,1.9100000000000001
2021-05-09,Portland Timbers,Seattle Sounders,1,2,0,1.81,2.13,+2.75,1.98,1.9100000000000001
2021-05-09,Inter Miami,Atlanta Utd,1,1,-0.5,1.9300000000000002,1.97,+2.5,1.85,2.05
2021-05-09,Colorado Rapids,Minnesota United,3,2,-0.75,1.9,2.01,+3,1.85,2.05
2021-05-09,Los Angeles Galaxy,Los Angeles FC,2,1,+0.75,1.9,2.01,+3.25,1.85,2.04
2021-05-12,Inter Miami,Club de Foot Montreal,0,2,-0.75,1.83,2.09,+3,1.95,1.9300000000000002
2021-05-12,Philadelphia Union,New England Revolution,1,1,-0.25,1.8599999999999999,2.05,+2.75,1.87,2.02
2021-05-12,Toronto FC,Columbus Crew,2,0,-0.25,2.0700000000000003,1.85,+2.5,1.92,1.97
2021-05-13,Houston Dynamo,Sporting Kansas City,1,0,-0.25,1.9100000000000001,2.0,+3,1.99,1.9
2021-05-13,San Jose Earthquakes,Seattle Sounders,0,1,0,1.92,1.99,+2.75,1.92,1.97
2021-05-13,Minnesota United,Vancouver Whitecaps,1,0,-1,1.94,1.96,+3,1.8900000000000001,1.99
2021-05-14,DC United,Chicago Fire,1,0,-0.25,2.04,1.88,+2.75,1.99,1.9
2021-05-15,New York City,Toronto FC,1,1,-0.75,1.87,2.04,+3,1.94,1.94
2021-05-15,Los Angeles Galaxy,Austin FC,2,0,-0.25,1.87,2.04,+2.75,1.83,2.0700000000000003
2021-05-15,Atlanta Utd,Club de Foot Montreal,1,0,-0.75,1.9,2.01,+2.75,1.9100000000000001,1.98
2021-05-15,Philadelphia Union,New York Red Bulls,1,0,-0.25,1.9300000000000002,1.98,+2.5,1.95,1.9300000000000002
2021-05-16,Minnesota United,FC Dallas,1,0,-0.25,1.85,2.06,+2.75,1.94,1.94
2021-05-16,Colorado Rapids,Houston Dynamo,3,1,-1,1.88,2.0300000000000002,+3,2.02,1.88
2021-05-16,Real Salt Lake,Nashville SC,0,0,0,1.92,1.99,+2.25,2.05,1.85
2021-05-16,San Jose Earthquakes,Portland Timbers,0,2,-0.5,2.08,1.8399999999999999,+3,2.0,1.8900000000000001
2021-05-16,Sporting Kansas City,Vancouver Whitecaps,3,0,-1.25,2.0300000000000002,1.88,+3,2.02,1.88
2021-05-16,FC Cincinnati,Inter Miami,2,3,0,1.83,2.1,+2.5,2.01,1.88
2021-05-16,New England Revolution,Columbus Crew,1,0,-0.75,1.85,2.06,+2.75,1.9300000000000002,1.96
2021-05-17,Seattle Sounders,Los Angeles FC,2,0,0,1.85,2.06,+2.75,1.87,2.02
2021-05-17,DC United,Orlando City,0,1,+0.25,1.9300000000000002,1.97,+2.25,1.8199999999999998,2.08
2021-05-22,Club de Foot Montreal,FC Cincinnati,1,2,-0.5,1.99,1.92,+2.75,2.0,1.8900000000000001
2021-05-22,Portland Timbers,Los Angeles Galaxy,3,0,-0.5,1.9300000000000002,1.97,+3.25,1.95,1.9300000000000002
2021-05-22,Chicago Fire,Inter Miami,1,0,-0.25,2.04,1.87,+2.75,1.92,1.97
2021-05-22,Orlando City,Toronto FC,1,0,-0.25,1.96,1.94,+2.5,1.8900000000000001,2.0
2021-05-22,New York City,Columbus Crew,1,2,-0.5,1.97,1.9300000000000002,+2.75,2.04,1.85
2021-05-23,New England Revolution,New York Red Bulls,3,1,-0.75,1.9300000000000002,1.98,+2.75,1.96,1.9300000000000002
2021-05-23,FC Dallas,Real Salt Lake,2,2,-0.5,2.05,1.87,+2.5,1.9100000000000001,1.98
2021-05-23,Houston Dynamo,Vancouver Whitecaps,2,1,-1,2.0300000000000002,1.88,+2.75,1.9100000000000001,1.98
2021-05-23,San Jose Earthquakes,Sporting Kansas City,1,3,0,1.97,1.9300000000000002,+3,1.95,1.9300000000000002
2021-05-23,Los Angeles FC,Colorado Rapids,2,1,-1,1.8399999999999999,2.08,+3.25,2.01,1.88
2021-05-23,Seattle Sounders,Atlanta Utd,1,1,-0.75,2.0,1.9100000000000001,+2.75,2.0,1.88
2021-05-23,DC United,Philadelphia Union,0,1,+0.25,1.8399999999999999,2.08,+2.5,2.0700000000000003,1.83
2021-05-24,Nashville SC,Austin FC,1,0,-0.5,1.88,2.04,+2.25,2.0,1.8900000000000001
2021-05-29,FC Cincinnati,New England Revolution,0,1,+0.5,1.8399999999999999,2.08,+2.75,2.01,1.88
2021-05-29,Atlanta Utd,Nashville SC,2,2,-0.25,2.06,1.85,+2.25,1.98,1.9100000000000001
2021-05-29,Los Angeles FC,New York City,1,2,-0.75,1.88,2.02,+3.25,2.04,1.85
2021-05-29,Los Angeles Galaxy,San Jose Earthquakes,1,0,-0.5,2.0300000000000002,1.88,+3,1.85,2.05
2021-05-29,Columbus Crew,Toronto FC,2,1,-0.5,2.0300000000000002,1.88,+2.5,1.92,1.97
2021-05-29,Chicago Fire,Club de Foot Montreal,0,1,-0.5,1.95,1.95,+3,1.99,1.9
2021-05-29,New York Red Bulls,Orlando City,2,1,-0.25,2.08,1.83,+2.25,1.85,2.05
2021-05-30,Inter Miami,DC United,0,3,-0.5,2.0700000000000003,1.85,+2.25,1.85,2.04
2021-05-30,Sporting Kansas City,Houston Dynamo,3,2,-0.75,1.88,2.0300000000000002,+3,2.0700000000000003,1.83
2021-05-30,Colorado Rapids,FC Dallas,3,0,-0.75,2.04,1.87,+2.75,1.9100000000000001,1.98
2021-05-30,Real Salt Lake,Minnesota United,1,1,-0.5,2.05,1.8599999999999999,+2.75,1.97,1.92
2021-05-30,Philadelphia Union,Portland Timbers,3,0,-0.75,1.98,1.9300000000000002,+3,1.9300000000000002,1.96
2021-05-31,Seattle Sounders,Austin FC,0,0,-1,1.92,1.99,+2.75,2.0300000000000002,1.8599999999999999
2021-06-12,Sporting Kansas City,Austin FC,1,1,-0.75,1.83,2.1,+2.75,1.95,1.9300000000000002
2021-06-19,New York Red Bulls,Nashville SC,2,0,0,1.8199999999999998,2.1100000000000003,+2.25,1.97,1.92
2021-06-19,Toronto FC,Orlando City,2,3,+0.25,1.83,2.1,+2.5,1.85,2.04
2021-06-19,New York City,New England Revolution,2,3,-0.5,1.88,2.0300000000000002,+3,1.98,1.9100000000000001
2021-06-19,FC Cincinnati,Colorado Rapids,0,2,0,2.0700000000000003,1.85,+2.75,1.96,1.9300000000000002
2021-06-19,Columbus Crew,Chicago Fire,2,0,-0.75,1.95,1.95,+2.75,1.83,2.08
2021-06-19,Real Salt Lake,Vancouver Whitecaps,3,1,-0.5,1.8900000000000001,2.02,+2.5,2.0700000000000003,1.83
2021-06-20,Portland Timbers,Sporting Kansas City,2,1,-0.25,2.08,1.8399999999999999,+3,1.97,1.92
2021-06-20,Los Angeles FC,Houston Dynamo,1,1,-1.5,1.9100000000000001,2.0,+3.25,1.88,2.01
2021-06-20,DC United,Inter Miami,1,0,-0.75,1.99,1.92,+2.5,2.08,1.83
2021-06-20,FC Dallas,Minnesota United,1,1,-0.5,2.0300000000000002,1.88,+3,1.96,1.9300000000000002
2021-06-20,Atlanta Utd,Philadelphia Union,2,2,-0.25,2.09,1.83,+2.75,2.04,1.85
2021-06-20,Los Angeles Galaxy,Seattle Sounders,1,2,-0.25,1.95,1.95,+2.75,1.83,2.0700000000000003
2021-06-20,Austin FC,San Jose Earthquakes,0,0,-0.5,1.98,1.9300000000000002,+2.75,1.8599999999999999,2.0300000000000002
2021-06-22,Orlando City,San Jose Earthquakes,5,0,-1,1.83,2.09,+3,2.0,1.8900000000000001
2021-06-23,New York City,Atlanta Utd,1,0,-1,2.0300000000000002,1.88,+2.75,1.8399999999999999,2.06
2021-06-23,New England Revolution,New York Red Bulls,3,2,-1,1.9300000000000002,1.97,+3,2.0300000000000002,1.8599999999999999
2021-06-23,Philadelphia Union,Columbus Crew,1,0,-0.75,2.04,1.87,+2.75,2.01,1.88
2021-06-24,Los Angeles FC,FC Dallas,2,0,-1.5,1.8900000000000001,2.01,+3.5,2.0,1.8900000000000001
2021-06-24,Vancouver Whitecaps,Los Angeles Galaxy,1,2,+0.25,2.0,1.9100000000000001,+2.75,1.83,2.0700000000000003
2021-06-24,Seattle Sounders,Real Salt Lake,2,1,-0.75,1.94,1.96,+2.5,1.85,2.05
2021-06-24,Houston Dynamo,Portland Timbers,2,2,-0.5,1.85,2.06,+2.75,1.83,2.0700000000000003
2021-06-24,Minnesota United,Austin FC,2,0,-0.75,1.99,1.9100000000000001,+3,1.96,1.9300000000000002
2021-06-24,Sporting Kansas City,Colorado Rapids,3,1,-0.75,1.9100000000000001,1.99,+3,1.9300000000000002,1.96
2021-06-24,Chicago Fire,FC Cincinnati,0,1,-0.75,2.06,1.85,+3,1.99,1.9
2021-06-24,Club de Foot Montreal,DC United,0,0,0,2.04,1.88,+2.25,1.83,2.0700000000000003
2021-06-24,Nashville SC,Toronto FC,3,2,-0.25,1.8199999999999998,2.1100000000000003,+2.5,1.97,1.92
2021-06-26,Inter Miami,Orlando City,1,2,+0.25,2.1,1.83,+2.5,1.9100000000000001,1.98
2021-06-26,Sporting Kansas City,Los Angeles FC,2,1,-0.5,1.96,1.94,+3.25,2.01,1.88
2021-06-26,Toronto FC,FC Cincinnati,0,2,-0.5,2.0700000000000003,1.85,+2.75,1.85,2.04
2021-06-27,New York City,DC United,2,1,-0.75,1.87,2.04,+2.5,1.88,2.02
2021-06-27,Atlanta Utd,New York Red Bulls,0,0,-0.5,2.02,1.8900000000000001,+2.75,2.06,1.8399999999999999
2021-06-27,Portland Timbers,Minnesota United,0,1,-0.25,1.85,2.0700000000000003,+3,2.0,1.8900000000000001
2021-06-27,San Jose Earthquakes,Los Angeles Galaxy,1,3,-0.25,1.92,1.99,+3.25,1.96,1.9300000000000002
2021-06-27,Nashville SC,Club de Foot Montreal,1,1,-0.75,1.85,2.06,+2.5,1.96,1.9300000000000002
2021-06-27,Chicago Fire,Philadelphia Union,3,3,-0.25,2.05,1.8599999999999999,+3,1.99,1.9
2021-06-27,Seattle Sounders,Vancouver Whitecaps,2,2,-1.25,2.1,1.8199999999999998,+2.5,1.8599999999999999,2.04
2021-06-27,Real Salt Lake,Houston Dynamo,1,1,-0.5,2.08,1.83,+2.5,1.87,2.02
2021-06-28,Austin FC,Columbus Crew,0,0,0,1.97,1.9300000000000002,+2.5,1.99,1.8900000000000001
2021-06-28,FC Dallas,New England Revolution,2,1,+0.5,1.83,2.09,+2.75,1.88,2.01
2021-07-02,Austin FC,Portland Timbers,4,1,-0.25,1.94,1.96,+2.5,1.85,2.04
2021-07-03,Orlando City,New York Red Bulls,1,2,-0.75,1.8599999999999999,2.05,+3,2.06,1.8399999999999999
2021-07-03,Columbus Crew,New England Revolution,2,2,0,1.97,1.9300000000000002,+2.5,1.88,2.01
2021-07-03,DC United,Toronto FC,7,1,-0.5,1.8900000000000001,2.02,+2.5,1.92,1.97
2021-07-03,Club de Foot Montreal,Inter Miami,1,0,0,2.04,1.87,+2.5,2.01,1.88
2021-07-04,Nashville SC,Philadelphia Union,1,0,-0.25,1.85,2.0700000000000003,+2.25,1.8399999999999999,2.06
2021-07-04,Minnesota United,San Jose Earthquakes,2,2,-1,1.9300000000000002,1.97,+3.25,2.05,1.85
2021-07-04,Chicago Fire,Atlanta Utd,3,0,-0.5,1.8399999999999999,2.08,+3,1.98,1.9100000000000001
2021-07-04,Real Salt Lake,Los Angeles FC,0,1,+0.25,2.02,1.8900000000000001,+3,2.04,1.85
2021-07-04,Houston Dynamo,FC Cincinnati,1,1,-0.5,1.97,1.9300000000000002,+2.75,1.85,2.05
2021-07-05,FC Dallas,Vancouver Whitecaps,2,2,-0.75,1.9300000000000002,1.97,+2.75,1.85,2.04
2021-07-05,Los Angeles Galaxy,Sporting Kansas City,0,2,0,2.01,1.9,+3,1.87,2.02
2021-07-05,Colorado Rapids,Seattle Sounders,1,1,-0.5,2.0300000000000002,1.88,+2.75,1.99,1.9
2021-07-07,Club de Foot Montreal,New York City,2,1,+0.75,1.9,2.01,+3,1.88,2.0
2021-07-07,New England Revolution,Toronto FC,2,3,-1,1.83,2.09,+3.25,1.8599999999999999,2.0300000000000002
2021-07-08,Los Angeles Galaxy,FC Dallas,3,1,-0.5,1.85,2.06,+3,1.87,2.02
2021-07-08,Austin FC,Los Angeles FC,0,2,+0.25,1.8199999999999998,2.1100000000000003,+2.75,1.9,1.99
2021-07-08,Chicago Fire,Orlando City,3,1,-0.25,1.83,2.09,+3,2.02,1.87
2021-07-08,Seattle Sounders,Houston Dynamo,2,0,-0.5,1.9,2.0,+2.75,1.88,2.01
2021-07-08,Colorado Rapids,Minnesota United,2,0,-0.5,1.87,2.05,+3.25,2.06,1.8399999999999999
2021-07-08,Vancouver Whitecaps,Real Salt Lake,0,4,+0.5,1.95,1.95,+2.5,2.0,1.8900000000000001
2021-07-09,FC Cincinnati,Columbus Crew,2,2,-0.25,2.1,1.8199999999999998,+2.25,1.92,1.97
2021-07-09,New York Red Bulls,Philadelphia Union,1,1,-0.25,1.9100000000000001,2.0,+3,2.06,1.8399999999999999
2021-07-09,Nashville SC,Atlanta Utd,2,2,-1,2.02,1.88,+2.5,1.94,1.94
2021-07-17,Atlanta Utd,New England Revolution,0,1,+0.5,2.02,1.8399999999999999,+3,1.96,1.87
2021-07-17,Toronto FC,Orlando City,1,1,0,1.83,2.0300000000000002,+3,1.9,1.9300000000000002
2021-07-17,Philadelphia Union,DC United,2,1,-0.5,2.0,1.9100000000000001,+2.5,1.88,2.01
2021-07-17,Columbus Crew,New York City,2,1,+0.25,1.95,1.95,+2.5,1.87,2.02
2021-07-17,Club de Foot Montreal,FC Cincinnati,5,4,-0.5,2.0,1.8599999999999999,+2.75,2.01,1.83
2021-07-18,Nashville SC,Chicago Fire,5,1,-0.75,2.01,1.9,+2.75,1.98,1.9100000000000001
2021-07-18,Colorado Rapids,San Jose Earthquakes,1,1,-1.25,1.8900000000000001,2.02,+3.25,2.05,1.85
2021-07-18,Vancouver Whitecaps,Los Angeles Galaxy,2,1,+0.25,1.9300000000000002,1.98,+2.75,1.95,1.9300000000000002
2021-07-18,Portland Timbers,FC Dallas,1,0,-0.5,1.88,2.0300000000000002,+3,2.05,1.85
2021-07-18,Los Angeles FC,Real Salt Lake,2,1,-1.25,1.85,2.0700000000000003,+3,1.88,2.01
2021-07-18,Minnesota United,Seattle Sounders,1,0,-0.5,1.88,2.0300000000000002,+3,2.06,1.8399999999999999
2021-07-21,Columbus Crew,Nashville SC,0,0,-0.25,1.88,2.02,+2.25,1.95,1.9300000000000002
2021-07-21,Inter Miami,New England Revolution,0,5,0,1.8900000000000001,2.01,+2.75,2.04,1.8599999999999999
2021-07-21,Toronto FC,New York Red Bulls,1,1,-0.25,1.88,2.0300000000000002,+2.75,1.83,2.0700000000000003
2021-07-21,New York City,Club de Foot Montreal,1,0,-1.25,1.88,2.0300000000000002,+3.25,1.8900000000000001,2.0
2021-07-21,Vancouver Whitecaps,Houston Dynamo,0,0,0,2.08,1.8399999999999999,+2.75,2.05,1.85
2021-07-22,FC Cincinnati,Atlanta Utd,1,1,-0.25,1.9300000000000002,1.97,+2.5,1.9300000000000002,1.95
2021-07-22,Chicago Fire,DC United,2,2,-0.25,1.99,1.9100000000000001,+2.75,1.94,1.94
2021-07-22,Sporting Kansas City,San Jose Earthquakes,1,1,-1.25,2.0300000000000002,1.88,+3.25,2.01,1.88
2021-07-22,Colorado Rapids,FC Dallas,2,0,-1,1.97,1.9300000000000002,+2.75,1.85,2.04
2021-07-22,Real Salt Lake,Los Angeles Galaxy,2,2,-0.5,1.94,1.96,+2.75,1.88,2.01
2021-07-22,Portland Timbers,Los Angeles FC,2,1,+0.5,1.9300000000000002,1.97,+3.25,1.97,1.92
2021-07-22,Orlando City,Philadelphia Union,2,1,-0.5,2.0300000000000002,1.88,+2.75,1.87,2.02
2021-07-23,Austin FC,Seattle Sounders,0,1,-0.75,1.85,2.06,+2.5,1.96,1.9300000000000002
2021-07-24,Atlanta Utd,Columbus Crew,0,1,-0.25,1.83,2.08,+2.5,1.98,1.9100000000000001
2021-07-25,Inter Miami,Philadelphia Union,1,1,0,2.1100000000000003,1.8199999999999998,+2.5,1.9300000000000002,1.96
2021-07-25,Los Angeles FC,Vancouver Whitecaps,2,2,-2,1.88,2.01,+3.5,1.87,2.0
2021-07-25,Real Salt Lake,Colorado Rapids,3,0,-0.25,2.0300000000000002,1.88,+2.5,1.9300000000000002,1.95
2021-07-25,San Jose Earthquakes,Houston Dynamo,1,1,-0.25,2.0,1.9100000000000001,+2.75,2.01,1.88
2021-07-25,FC Dallas,Los Angeles Galaxy,4,0,-0.5,1.9300000000000002,1.98,+3,1.99,1.9
2021-07-25,Nashville SC,FC Cincinnati,3,0,-0.75,1.81,2.1100000000000003,+2.5,1.9300000000000002,1.95
2021-07-25,Chicago Fire,Toronto FC,1,2,-0.25,1.85,2.06,+3,1.88,2.01
2021-07-25,Minnesota United,Portland Timbers,2,1,-1,2.0300000000000002,1.88,+3,1.8399999999999999,2.06
2021-07-25,New England Revolution,Club de Foot Montreal,2,1,-1.25,1.96,1.94,+3.25,1.85,2.04
2021-07-25,New York City,Orlando City,5,0,-1,1.83,2.1,+3,1.94,1.94
2021-07-26,Seattle Sounders,Sporting Kansas City,1,3,-0.25,2.06,1.85,+2.5,1.88,2.02
2021-07-26,DC United,New York Red Bulls,1,0,-0.25,2.08,1.83,+2.5,2.01,1.88
2021-07-29,Los Angeles FC,Minnesota United,2,2,-1.25,1.9300000000000002,1.98,+3.25,1.85,2.04
2021-07-30,New York City,Columbus Crew,4,1,-1,1.98,1.9300000000000002,+2.75,1.87,2.02
2021-07-31,FC Cincinnati,DC United,0,0,-0.25,2.12,1.81,+2.25,1.8399999999999999,2.06
2021-07-31,New York Red Bulls,New England Revolution,2,3,-0.25,1.94,1.96,+3,1.94,1.94
2021-07-31,Seattle Sounders,San Jose Earthquakes,0,1,-0.75,1.9300000000000002,1.97,+2.5,1.96,1.9300000000000002
2021-07-31,Los Angeles Galaxy,Portland Timbers,4,1,-0.5,2.02,1.88,+3,1.8900000000000001,1.99
2021-07-31,Orlando City,Atlanta Utd,3,2,-0.75,2.02,1.8900000000000001,+2.75,1.83,2.06
2021-08-01,Toronto FC,Nashville SC,1,1,-0.25,2.1100000000000003,1.81,+2.5,1.85,2.04
2021-08-01,Sporting Kansas City,FC Dallas,1,2,-1,1.96,1.94,+3,2.0,1.8900000000000001
2021-08-01,Houston Dynamo,Real Salt Lake,0,0,-0.25,1.95,1.95,+2.5,2.0700000000000003,1.83
2021-08-01,Austin FC,Colorado Rapids,0,1,-0.5,1.95,1.95,+2.5,1.88,2.0
2021-08-01,Vancouver Whitecaps,Minnesota United,2,2,+0.25,2.06,1.85,+2.5,1.95,1.9300000000000002
2021-08-01,Philadelphia Union,Chicago Fire,1,1,-1,1.85,2.06,+3.25,1.96,1.9300000000000002
2021-08-01,Inter Miami,Club de Foot Montreal,2,1,-0.25,1.88,2.04,+2.75,2.0,1.88
2021-08-04,New England Revolution,Nashville SC,0,0,-1,2.05,1.87,+2.75,2.0,1.88
2021-08-04,Philadelphia Union,Toronto FC,3,0,-1,2.06,1.85,+3,1.94,1.94
2021-08-04,Columbus Crew,DC United,2,4,-0.25,1.96,1.94,+2.25,2.05,1.85
2021-08-04,Club de Foot Montreal,Atlanta Utd,2,2,-0.5,1.99,1.92,+2.75,1.85,2.05
2021-08-05,Los Angeles FC,Sporting Kansas City,1,4,-0.75,1.95,1.95,+3.25,1.9,1.99
2021-08-05,Los Angeles Galaxy,Real Salt Lake,1,0,-0.75,2.0300000000000002,1.88,+2.75,1.8599999999999999,2.0300000000000002
2021-08-05,Portland Timbers,San Jose Earthquakes,1,1,-0.5,1.85,2.0700000000000003,+2.75,1.94,1.94
2021-08-05,Austin FC,Houston Dynamo,3,2,-0.5,1.99,1.92,+2.5,2.08,1.8199999999999998
2021-08-05,Chicago Fire,New York City,0,0,+0.5,2.02,1.8900000000000001,+3.25,1.95,1.9300000000000002
2021-08-05,New York Red Bulls,FC Cincinnati,0,0,-0.75,1.85,2.0700000000000003,+2.5,1.8399999999999999,2.06
2021-08-05,Orlando City,Inter Miami,1,1,-1,2.09,1.83,+2.75,1.8399999999999999,2.06
2021-08-05,Seattle Sounders,FC Dallas,1,1,-0.75,1.98,1.9300000000000002,+2.5,1.88,2.0
2021-08-07,Columbus Crew,Atlanta Utd,2,3,-0.5,1.99,1.92,+2.25,1.83,2.08
2021-08-07,FC Cincinnati,Orlando City,1,1,0,1.8,2.13,+2.5,1.85,2.04
2021-08-08,Portland Timbers,Real Salt Lake,3,2,-0.5,1.94,1.96,+2.75,1.88,2.01
2021-08-08,Colorado Rapids,Sporting Kansas City,0,0,-0.5,1.9100000000000001,1.99,+2.75,1.92,1.97
2021-08-08,FC Dallas,Austin FC,2,0,-0.5,2.01,1.9,+2.5,1.8900000000000001,2.0
2021-08-08,Minnesota United,Houston Dynamo,2,0,-0.75,1.88,2.02,+2.75,1.99,1.9
2021-08-08,Toronto FC,New York City,2,2,+0.5,1.85,2.0700000000000003,+3,2.05,1.85
