date,home_team,away_team,home_score,away_score,hc_line,hc_home,hc_away,ou_line,over,under
2020-10-28 22:30:00,Philadelphia Union,Chicago Fire,2,1,-0.5,1.95,1.95,+3,1.9300000000000002,1.95
2020-10-28 23:00:00,Minnesota United,Colorado Rapids,2,1,-0.25,1.92,1.99,+3,1.9300000000000002,1.95
2020-10-28 23:00:00,DC United,Columbus Crew,1,0,0,2.0700000000000003,1.85,+2.5,1.96,1.9300000000000002
2020-10-28 23:30:00,FC Dallas,Inter Miami,2,1,0,2.0,1.9,+2.75,1.87,2.02
2020-10-29 01:00:00,Portland Timbers,Los Angeles Galaxy,5,2,-0.75,2.0700000000000003,1.85,+3.25,2.01,1.88
2020-10-29 01:30:00,San Jose Earthquakes,Real Salt Lake,2,0,-0.25,1.8599999999999999,2.05,+2.75,1.99,1.8900000000000001
2020-10-29 01:30:00,Los Angeles FC,Houston Dynamo,2,1,-1,1.85,2.06,+3.5,1.85,2.04
2020-10-31 18:30:00,FC Dallas,Houston Dynamo,3,0,-0.5,1.98,1.9300000000000002,+3.25,2.0,1.8900000000000001
2020-10-31 23:30:00,Nashville SC,Chicago Fire,1,1,-0.25,2.01,1.9,+2.25,1.8900000000000001,2.0
2020-11-01 19:30:00,Columbus Crew,Philadelphia Union,2,1,-0.5,2.0,1.9100000000000001,+2.75,1.9300000000000002,1.95
2020-11-01 23:00:00,New York City,New York Red Bulls,5,2,-0.75,1.92,1.99,+3,1.97,1.92
2020-11-01 23:00:00,Atlanta Utd,FC Cincinnati,2,0,-0.5,1.88,2.02,+2.25,1.8900000000000001,1.99
2020-11-01 23:30:00,Toronto FC,Inter Miami,2,1,0,1.97,1.9300000000000002,+3,2.04,1.85
2020-11-01 23:30:00,Sporting Kansas City,Minnesota United,4,3,-1,1.8199999999999998,2.1100000000000003,+2.75,1.87,2.02
2020-11-01 23:30:00,New England Revolution,DC United,4,3,-1,1.8199999999999998,2.1100000000000003,+2.75,1.87,2.02
2020-11-01 23:30:00,Club de Foot Montreal,Orlando City,0,1,+0.25,1.81,2.12,+3,1.97,1.92
2020-11-02 01:00:00,Colorado Rapids,Seattle Sounders,3,1,0,2.0300000000000002,1.88,+2.75,1.99,1.9
2020-11-02 02:00:00,Portland Timbers,Vancouver Whitecaps,1,0,-1,2.0,1.9100000000000001,+3,1.83,2.08
2020-11-02 02:30:00,Los Angeles Galaxy,Real Salt Lake,2,1,-0.25,1.9300000000000002,1.98,+2.75,1.92,1.97
2020-11-04 23:30:00,Orlando City,Columbus Crew,2,1,-0.5,1.96,1.94,+2.75,1.98,1.9100000000000001
2020-11-05 00:00:00,Minnesota United,Chicago Fire,2,2,+0.25,1.87,2.04,+3.25,1.8900000000000001,1.99
2020-11-05 00:30:00,Nashville SC,FC Dallas,0,1,-0.25,1.94,1.96,+2.25,1.9100000000000001,1.98
2020-11-05 02:00:00,Portland Timbers,Colorado Rapids,0,1,0,2.02,1.8900000000000001,+3.25,2.0700000000000003,1.83
2020-11-05 03:00:00,Los Angeles Galaxy,Seattle Sounders,1,1,+0.25,1.85,2.0700000000000003,+3,1.83,2.08
2020-11-08 19:30:00,Philadelphia Union,New England Revolution,2,0,-0.5,1.96,1.94,+3,1.95,1.9300000000000002
2020-11-08 19:30:00,Orlando City,Nashville SC,2,3,-0.25,1.85,2.0700000000000003,+2.25,1.83,2.0700000000000003
2020-11-08 19:30:00,New York Red Bulls,Toronto FC,2,1,-0.25,2.0,1.9100000000000001,+3,1.99,1.9
2020-11-08 19:30:00,Inter Miami,FC Cincinnati,2,1,-1.5,1.9100000000000001,1.99,+3,1.87,2.02
2020-11-08 19:30:00,DC United,Club de Foot Montreal,2,3,-0.25,1.9100000000000001,2.0,+3,2.01,1.88
2020-11-08 19:30:00,Columbus Crew,Atlanta Utd,2,1,-0.75,1.94,1.96,+2.75,1.9300000000000002,1.95
2020-11-08 19:30:00,Chicago Fire,New York City,3,4,0,2.0700000000000003,1.85,+3.5,2.02,1.87
2020-11-08 22:30:00,Seattle Sounders,San Jose Earthquakes,4,1,-1.25,1.94,1.96,+3.25,1.88,2.01
2020-11-08 22:30:00,Houston Dynamo,Colorado Rapids,1,2,-0.5,1.92,1.99,+3.5,1.9300000000000002,1.96
2020-11-08 22:30:00,Vancouver Whitecaps,Los Angeles Galaxy,3,0,+0.25,2.05,1.8599999999999999,+3.25,1.92,1.96
2020-11-08 22:30:00,Minnesota United,FC Dallas,3,0,-0.25,2.05,1.8599999999999999,+3.25,2.0300000000000002,1.8599999999999999
2020-11-08 22:30:00,Real Salt Lake,Sporting Kansas City,0,2,+0.25,2.06,1.85,+3,2.0700000000000003,1.83
2020-11-08 22:30:00,Los Angeles FC,Portland Timbers,1,1,-1.25,1.87,2.04,+3.75,1.85,2.04
2020-11-20 22:30:00,New England Revolution,Club de Foot Montreal,2,1,-1.25,1.87,2.04,+3.25,2.0,1.8900000000000001
2020-11-21 01:00:00,Nashville SC,Inter Miami,3,0,-0.5,2.06,1.8399999999999999,+2,1.83,2.04
2020-11-21 16:00:00,Orlando City,New York City,2,1,0,1.87,2.04,+3,1.9300000000000002,1.96
2020-11-21 19:00:00,Columbus Crew,New York Red Bulls,3,2,-0.5,2.08,1.8399999999999999,+2.5,1.98,1.9100000000000001
2020-11-22 20:00:00,Sporting Kansas City,San Jose Earthquakes,4,3,-1,1.96,1.94,+3,1.97,1.92
2020-11-22 23:30:00,Minnesota United,Colorado Rapids,3,0,0,1.87,2.04,+3,1.85,2.04
2020-11-23 02:00:00,Portland Timbers,FC Dallas,1,2,-0.25,1.85,2.0700000000000003,+3,2.06,1.8399999999999999
2020-11-24 22:00:00,Toronto FC,Nashville SC,0,1,-0.25,1.9300000000000002,1.97,+2.25,1.92,1.97
2020-11-25 00:00:00,Philadelphia Union,New England Revolution,0,2,-0.5,1.94,1.96,+3,2.09,1.8199999999999998
2020-11-25 02:30:00,Seattle Sounders,Los Angeles FC,3,1,-0.5,1.9300000000000002,1.97,+3,1.88,2.0
2020-11-29 19:00:00,Orlando City,New England Revolution,1,3,-0.25,2.0700000000000003,1.85,+2.75,1.9300000000000002,1.96
2020-11-30 00:00:00,Columbus Crew,Nashville SC,2,0,-0.25,1.9300000000000002,1.97,+2.25,1.95,1.9300000000000002
2020-12-02 01:30:00,Seattle Sounders,FC Dallas,1,0,-0.75,1.9300000000000002,1.98,+2.75,1.9,1.99
2020-12-04 00:30:00,Sporting Kansas City,Minnesota United,0,3,-0.75,2.0700000000000003,1.85,+2.75,1.81,2.08
2020-12-06 19:00:00,Columbus Crew,New England Revolution,1,0,0,1.9,2.0,+2.5,1.9100000000000001,1.98
2020-12-08 01:30:00,Seattle Sounders,Minnesota United,3,2,-0.75,1.88,2.0300000000000002,+3,1.9300000000000002,1.95
2020-12-13 00:30:00,Columbus Crew,Seattle Sounders,3,0,0,1.97,1.9300000000000002,+2.25,1.88,2.01
