date,home_team,away_team,home_score,away_score,hc_line,hc_home,hc_away,ou_line,over,under
2020-03-07 21:00:00,Toronto FC,New York City,1,0,-0.5,1.9300000000000002,1.98,+3,1.9300000000000002,1.95
2020-03-07 23:00:00,Atlanta Utd,FC Cincinnati,2,1,-1,2.05,1.85,+2.75,1.8399999999999999,2.04
2020-03-08 00:00:00,San Jose Earthquakes,Minnesota United,2,5,-0.5,1.95,1.95,+3,1.94,1.94
2020-03-08 00:30:00,Sporting Kansas City,Houston Dynamo,4,0,-0.75,1.85,2.05,+3,1.9300000000000002,1.96
2020-03-08 01:00:00,Colorado Rapids,Orlando City,2,1,-0.75,1.85,2.06,+2.75,1.8900000000000001,1.99
2020-03-08 02:00:00,Los Angeles Galaxy,Vancouver Whitecaps,0,1,-1.25,1.9300000000000002,1.97,+3.5,1.96,1.9300000000000002
2020-03-08 02:00:00,Seattle Sounders,Columbus Crew,1,1,-0.5,1.98,1.92,+2.75,2.04,1.8399999999999999
2020-03-08 22:00:00,Portland Timbers,Nashville SC,1,0,-1,2.04,1.8599999999999999,+3,2.0,1.88
2020-03-09 01:30:00,Los Angeles FC,Philadelphia Union,3,3,-1.5,2.02,1.88,+3.5,1.9100000000000001,1.98
2020-08-13 00:30:00,FC Dallas,Nashville SC,0,1,-0.75,1.79,2.1100000000000003,+2.5,1.94,1.94
2020-08-17 04:07:00,FC Dallas,Nashville SC,0,0,-0.5,1.85,2.04,+2.5,2.04,1.8399999999999999
2020-08-19 00:00:00,Toronto FC,Vancouver Whitecaps,3,0,-1.75,2.01,1.88,+3.5,1.96,1.9300000000000002
2020-08-20 23:00:00,New York Red Bulls,New York City,1,0,0,2.0,1.9,+2.75,1.88,2.0
2020-08-20 23:30:00,New England Revolution,Philadelphia Union,0,0,-0.25,1.94,1.96,+3,2.05,1.83
2020-08-20 23:30:00,Columbus Crew,Chicago Fire,3,0,-0.5,1.87,2.0300000000000002,+2.5,1.8599999999999999,2.02
2020-08-21 23:30:00,Minnesota United,Sporting Kansas City,1,2,0,1.98,1.92,+3,1.94,1.94
2020-08-21 23:30:00,FC Cincinnati,DC United,0,0,0,1.8900000000000001,2.0,+2.5,2.06,1.8199999999999998
2020-08-22 00:00:00,Houston Dynamo,FC Dallas,0,0,0,1.96,1.94,+2.75,2.01,1.88
2020-08-22 22:00:00,Los Angeles FC,Los Angeles Galaxy,0,2,-1.5,1.88,2.02,+4,2.0,1.88
2020-08-22 23:00:00,Atlanta Utd,Nashville SC,2,0,-0.25,1.8199999999999998,2.08,+2.5,2.06,1.83
2020-08-23 00:00:00,Inter Miami,Orlando City,3,2,0,2.04,1.8599999999999999,+2.5,1.88,2.01
2020-08-23 01:00:00,Colorado Rapids,Real Salt Lake,1,4,-0.25,1.88,2.01,+2.5,1.95,1.9300000000000002
2020-08-24 02:00:00,Portland Timbers,Seattle Sounders,0,3,-0.25,1.9300000000000002,1.97,+3,1.97,1.92
2020-08-24 23:00:00,New York City,Columbus Crew,1,0,-0.25,2.12,1.79,+2.5,1.88,2.0
2020-08-25 23:00:00,DC United,New England Revolution,1,2,+0.25,1.88,2.02,+2.5,1.99,1.9
2020-08-25 23:30:00,Philadelphia Union,New York Red Bulls,1,0,-0.25,2.04,1.8599999999999999,+2.75,2.01,1.87
2020-08-25 23:30:00,Chicago Fire,FC Cincinnati,3,0,-0.75,2.0300000000000002,1.88,+2.5,1.94,1.94
2020-08-26 00:00:00,Club de Foot Montreal,Vancouver Whitecaps,2,0,-0.75,1.88,2.02,+2.75,1.95,1.9300000000000002
2020-08-26 00:30:00,Sporting Kansas City,Houston Dynamo,2,5,-1,2.01,1.8900000000000001,+3,1.83,2.05
2020-08-26 23:30:00,Orlando City,Nashville SC,3,1,-0.5,1.98,1.9300000000000002,+2.5,1.96,1.92
2020-08-29 00:00:00,Club de Foot Montreal,Toronto FC,0,1,+0.5,2.06,1.85,+2.75,1.9300000000000002,1.95
2020-08-29 19:30:00,Atlanta Utd,Orlando City,1,3,-0.25,1.9100000000000001,1.99,+2.75,2.02,1.85
2020-08-29 23:30:00,FC Cincinnati,Columbus Crew,0,0,+0.75,1.9300000000000002,1.97,+2.5,1.94,1.94
2020-08-29 23:30:00,New York City,Chicago Fire,3,1,-0.5,2.05,1.85,+3,2.05,1.83
2020-08-29 23:30:00,Philadelphia Union,DC United,4,1,-0.5,1.9300000000000002,1.98,+2.75,2.01,1.87
2020-08-30 00:00:00,New England Revolution,New York Red Bulls,1,1,-0.5,1.88,2.02,+2.75,1.8599999999999999,2.02
2020-08-30 00:30:00,FC Dallas,Minnesota United,3,1,-0.25,2.09,1.81,+2.75,1.95,1.9300000000000002
2020-08-30 01:00:00,Colorado Rapids,Sporting Kansas City,1,1,+0.25,1.87,2.0300000000000002,+3,1.8399999999999999,2.05
2020-08-30 02:30:00,Los Angeles Galaxy,San Jose Earthquakes,3,2,-0.25,1.8900000000000001,2.01,+3.25,1.9300000000000002,1.96
2020-08-30 02:30:00,Portland Timbers,Real Salt Lake,4,4,-0.75,2.04,1.85,+2.75,1.98,1.9100000000000001
2020-08-31 00:30:00,Nashville SC,Inter Miami,1,0,-0.25,2.01,1.8900000000000001,+2.25,1.9300000000000002,1.96
2020-08-31 02:00:00,Seattle Sounders,Los Angeles FC,3,1,0,1.94,1.96,+3.25,1.85,2.04
2020-09-02 00:00:00,Toronto FC,Club de Foot Montreal,0,1,-1.25,2.01,1.8900000000000001,+3,1.9100000000000001,1.97
2020-09-02 23:00:00,Atlanta Utd,Inter Miami,0,0,-0.25,1.99,1.9100000000000001,+2.5,1.92,1.96
2020-09-02 23:30:00,New York Red Bulls,DC United,0,1,-0.75,1.88,2.01,+2.75,2.04,1.8399999999999999
2020-09-02 23:30:00,FC Cincinnati,Chicago Fire,0,0,+0.25,1.88,2.02,+2.5,2.05,1.83
2020-09-02 23:30:00,Columbus Crew,Philadelphia Union,1,0,-0.75,2.0,1.8900000000000001,+2.75,2.0300000000000002,1.85
2020-09-03 00:00:00,Houston Dynamo,Minnesota United,3,0,-0.25,1.85,2.05,+3,1.8599999999999999,2.02
2020-09-03 00:00:00,New England Revolution,New York City,0,2,0,2.02,1.88,+2.75,1.9100000000000001,1.97
2020-09-03 00:30:00,Sporting Kansas City,FC Dallas,1,1,-0.5,2.06,1.8399999999999999,+2.75,1.96,1.92
2020-09-03 00:30:00,Nashville SC,Orlando City,1,1,0,1.9100000000000001,1.99,+2.5,1.99,1.8900000000000001
2020-09-03 01:30:00,Real Salt Lake,Seattle Sounders,2,2,-0.25,1.85,2.05,+2.75,2.0300000000000002,1.85
2020-09-03 02:30:00,Portland Timbers,Los Angeles Galaxy,2,3,+0.25,1.8199999999999998,2.08,+3.25,1.9,1.98
2020-09-03 03:00:00,Los Angeles FC,San Jose Earthquakes,5,1,-1.25,1.88,2.01,+3.75,1.8199999999999998,2.0700000000000003
2020-09-06 00:00:00,Orlando City,Atlanta Utd,1,1,-0.75,1.8599999999999999,2.04,+2.75,1.88,2.0
2020-09-06 00:00:00,Houston Dynamo,Sporting Kansas City,2,1,-0.25,2.06,1.8399999999999999,+2.75,1.8399999999999999,2.04
2020-09-06 01:30:00,Vancouver Whitecaps,Toronto FC,3,2,+1,2.0,1.9,+3,1.99,1.8900000000000001
2020-09-06 02:30:00,San Jose Earthquakes,Colorado Rapids,1,1,-0.25,2.1,1.8,+3.25,2.02,1.8599999999999999
2020-09-06 23:00:00,New York Red Bulls,Philadelphia Union,0,3,-0.25,2.02,1.88,+2.75,1.87,2.01
2020-09-06 23:00:00,DC United,New York City,0,0,+0.75,1.88,2.01,+2.75,1.9300000000000002,1.95
2020-09-06 23:30:00,Columbus Crew,FC Cincinnati,3,0,-0.75,1.8,2.1100000000000003,+2.25,1.85,2.0300000000000002
2020-09-06 23:30:00,Chicago Fire,New England Revolution,1,2,0,1.8,2.1,+2.75,1.92,1.97
2020-09-07 00:00:00,Minnesota United,Real Salt Lake,4,0,-0.75,1.8399999999999999,2.06,+3,1.97,1.9100000000000001
2020-09-07 00:00:00,Inter Miami,Nashville SC,0,0,-0.5,1.96,1.94,+2.25,2.02,1.8599999999999999
2020-09-07 02:00:00,Seattle Sounders,Portland Timbers,1,2,-0.5,1.97,1.9300000000000002,+3,1.83,2.05
2020-09-07 02:30:00,Los Angeles Galaxy,Los Angeles FC,3,0,+0.75,1.8599999999999999,2.04,+3.75,1.83,2.06
2020-09-10 00:00:00,Club de Foot Montreal,Toronto FC,1,2,+0.5,2.0300000000000002,1.8599999999999999,+2.75,1.88,1.98
2020-09-10 00:00:00,Minnesota United,FC Dallas,3,2,-0.75,1.94,1.94,+3,1.9300000000000002,1.9300000000000002
2020-09-10 00:00:00,Inter Miami,Atlanta Utd,2,1,-0.5,1.94,1.94,+2.25,1.8199999999999998,2.06
2020-09-10 01:00:00,Colorado Rapids,Houston Dynamo,1,1,-0.25,1.8900000000000001,1.99,+2.75,1.85,2.02
2020-09-10 01:30:00,Real Salt Lake,Los Angeles FC,3,0,0,1.9100000000000001,1.98,+3.25,1.95,1.92
2020-09-11 02:00:00,Seattle Sounders,San Jose Earthquakes,7,1,-1,1.9300000000000002,1.95,+3.25,1.92,1.95
2020-09-12 19:30:00,Chicago Fire,Columbus Crew,2,2,0,1.98,1.9300000000000002,+2.25,1.83,2.0700000000000003
2020-09-12 23:00:00,New York City,FC Cincinnati,2,1,-1.25,1.97,1.9300000000000002,+2.75,1.97,1.9100000000000001
2020-09-12 23:00:00,DC United,New York Red Bulls,0,2,+0.5,1.8599999999999999,2.05,+2.5,1.9300000000000002,1.95
2020-09-12 23:30:00,Philadelphia Union,New England Revolution,2,1,-0.25,2.01,1.9,+2.75,1.9100000000000001,1.98
2020-09-12 23:30:00,Orlando City,Inter Miami,2,1,-0.25,1.87,2.05,+2.5,1.88,2.01
2020-09-13 00:30:00,Nashville SC,Atlanta Utd,4,2,-0.5,2.1,1.83,+2.25,1.97,1.92
2020-09-13 00:30:00,FC Dallas,Houston Dynamo,2,1,-0.25,2.08,1.8399999999999999,+3,2.0,1.88
2020-09-13 01:30:00,Real Salt Lake,Colorado Rapids,0,5,-0.25,1.96,1.94,+2.75,1.9,1.98
2020-09-14 00:30:00,Sporting Kansas City,Minnesota United,1,0,-1.25,2.04,1.87,+3.25,1.8900000000000001,1.99
2020-09-14 01:30:00,Vancouver Whitecaps,Club de Foot Montreal,2,4,+0.25,1.95,1.95,+2.75,2.02,1.88
2020-09-14 03:00:00,San Jose Earthquakes,Los Angeles Galaxy,0,0,+0.25,1.9,2.0,+3.5,2.01,1.88
2020-09-14 03:00:00,Los Angeles FC,Portland Timbers,4,2,-1.25,1.9100000000000001,1.99,+3.75,2.0,1.88
2020-09-17 00:30:00,FC Dallas,Colorado Rapids,4,1,-0.25,1.9,2.0,+3,1.98,1.9100000000000001
2020-09-17 01:30:00,Vancouver Whitecaps,Club de Foot Montreal,3,1,+0.5,1.8599999999999999,2.05,+2.75,1.85,2.04
2020-09-17 01:30:00,San Jose Earthquakes,Portland Timbers,1,1,0,1.92,1.99,+3.25,2.02,1.88
2020-09-19 02:00:00,Seattle Sounders,Los Angeles FC,3,0,0,1.92,1.99,+3.5,1.88,2.02
2020-09-19 19:30:00,Sporting Kansas City,FC Dallas,2,3,-1,2.0,1.9,+3,2.0,1.8900000000000001
2020-09-19 20:30:00,New England Revolution,New York City,0,0,+0.25,1.83,2.1,+3,2.02,1.88
2020-09-19 23:00:00,New York Red Bulls,FC Cincinnati,0,1,-0.75,1.97,1.9300000000000002,+2.5,2.04,1.85
2020-09-19 23:00:00,Atlanta Utd,Inter Miami,1,2,+0.25,2.06,1.85,+2.25,1.92,1.97
2020-09-19 23:30:00,Orlando City,Chicago Fire,4,1,-0.75,1.95,1.95,+3,1.83,2.0700000000000003
2020-09-19 23:30:00,DC United,Toronto FC,2,2,+1,1.87,2.04,+2.75,1.92,1.97
2020-09-19 23:30:00,Columbus Crew,Nashville SC,2,0,-0.75,2.09,1.83,+2.5,2.08,1.83
2020-09-20 00:00:00,Houston Dynamo,Minnesota United,2,2,-0.5,2.06,1.85,+3.25,2.0,1.8900000000000001
2020-09-20 01:30:00,Real Salt Lake,Vancouver Whitecaps,1,2,-1.25,2.06,1.8599999999999999,+3,1.9100000000000001,1.98
2020-09-20 02:30:00,San Jose Earthquakes,Portland Timbers,1,6,0,1.81,2.12,+3.25,2.06,1.83
2020-09-20 02:30:00,Los Angeles Galaxy,Colorado Rapids,0,2,-0.5,2.0700000000000003,1.83,+3.25,1.98,1.9
2020-09-20 23:00:00,Club de Foot Montreal,Philadelphia Union,1,4,+0.25,2.09,1.83,+2.75,1.9,1.98
2020-09-23 21:00:00,New England Revolution,Club de Foot Montreal,3,1,-1,2.08,1.8399999999999999,+3,1.95,1.9300000000000002
2020-09-23 23:00:00,Atlanta Utd,FC Dallas,1,0,0,2.0300000000000002,1.88,+2.75,2.0,1.8900000000000001
2020-09-23 23:00:00,New York City,Toronto FC,0,1,-0.25,2.12,1.81,+3,1.98,1.9
2020-09-23 23:30:00,Columbus Crew,Minnesota United,2,1,-1,1.97,1.9300000000000002,+2.75,1.83,2.0700000000000003
2020-09-23 23:30:00,FC Cincinnati,Philadelphia Union,0,0,+0.25,1.8599999999999999,2.05,+2.5,1.96,1.9300000000000002
2020-09-23 23:30:00,Sporting Kansas City,Orlando City,1,2,-0.75,2.0300000000000002,1.88,+3,1.85,2.05
2020-09-23 23:30:00,Chicago Fire,Houston Dynamo,4,0,-0.5,2.01,1.8900000000000001,+3,1.83,2.0700000000000003
2020-09-24 00:00:00,Inter Miami,New York Red Bulls,1,4,-0.75,1.9100000000000001,2.0,+2.5,1.94,1.94
2020-09-24 00:30:00,Nashville SC,DC United,1,0,-0.5,2.0700000000000003,1.85,+2.25,1.95,1.9300000000000002
2020-09-24 01:00:00,Colorado Rapids,San Jose Earthquakes,5,0,-1.25,2.09,1.83,+3.25,1.9,1.98
2020-09-24 01:30:00,Real Salt Lake,Los Angeles Galaxy,2,0,-0.25,1.97,1.9300000000000002,+3,2.01,1.88
2020-09-24 02:00:00,Portland Timbers,Seattle Sounders,1,0,+0.25,1.8199999999999998,2.1,+3,1.85,2.04
2020-09-24 02:30:00,Los Angeles FC,Vancouver Whitecaps,6,0,-2.5,1.94,1.96,+4.25,2.0,1.8900000000000001
2020-09-26 19:30:00,Nashville SC,Houston Dynamo,1,1,-0.25,1.94,1.96,+2.25,1.8399999999999999,2.06
2020-09-26 23:00:00,New York City,FC Cincinnati,4,0,-1,1.95,1.95,+2.5,1.9100000000000001,1.98
2020-09-27 23:00:00,New York Red Bulls,Club de Foot Montreal,4,1,-1,1.99,1.92,+3,1.97,1.92
2020-09-27 23:00:00,DC United,New England Revolution,0,2,+0.5,1.8900000000000001,2.01,+2.5,1.88,2.01
2020-09-27 23:30:00,Toronto FC,Columbus Crew,3,1,0,1.83,2.1,+2.75,2.0700000000000003,1.83
2020-09-27 23:30:00,Chicago Fire,Atlanta Utd,2,0,-1,1.99,1.92,+2.75,1.88,2.0
2020-09-28 00:00:00,Minnesota United,Real Salt Lake,0,0,-0.5,1.8900000000000001,2.02,+3,1.96,1.9300000000000002
2020-09-28 00:30:00,FC Dallas,Orlando City,0,0,-0.25,2.0300000000000002,1.88,+3,1.97,1.92
2020-09-28 02:00:00,Vancouver Whitecaps,Portland Timbers,0,1,+1.25,1.85,2.0700000000000003,+3.25,1.8900000000000001,2.0
2020-09-28 02:30:00,Los Angeles Galaxy,Seattle Sounders,1,3,0,1.9300000000000002,1.97,+2.75,1.8399999999999999,2.06
2020-09-28 02:30:00,Los Angeles FC,San Jose Earthquakes,1,2,-2.25,1.97,1.9300000000000002,+4.25,1.92,1.96
2020-10-03 20:30:00,Orlando City,New York Red Bulls,3,1,-0.25,1.85,2.06,+3,2.0,1.8900000000000001
2020-10-03 23:00:00,DC United,Atlanta Utd,0,4,-0.25,2.09,1.83,+2.25,1.95,1.9300000000000002
2020-10-03 23:30:00,Toronto FC,Philadelphia Union,2,1,-0.5,1.88,2.0300000000000002,+3,1.94,1.94
2020-10-03 23:30:00,New England Revolution,Nashville SC,0,0,-0.75,2.08,1.8399999999999999,+2.5,2.06,1.8399999999999999
2020-10-03 23:30:00,Club de Foot Montreal,Chicago Fire,2,2,+0.75,1.97,1.9300000000000002,+3,1.85,2.05
2020-10-04 00:00:00,Minnesota United,FC Cincinnati,2,0,-0.5,1.8900000000000001,2.02,+2.75,1.95,1.9300000000000002
2020-10-04 00:00:00,Houston Dynamo,Sporting Kansas City,1,2,0,2.01,1.9,+3,1.99,1.8900000000000001
2020-10-04 00:00:00,Inter Miami,New York City,2,3,-0.25,2.06,1.85,+2.75,1.94,1.94
2020-10-04 00:30:00,FC Dallas,Columbus Crew,2,2,0,1.94,1.96,+2.75,2.01,1.88
2020-10-04 02:00:00,Seattle Sounders,Vancouver Whitecaps,3,1,-1.75,1.94,1.94,+3.5,2.0,1.87
2020-10-04 02:30:00,San Jose Earthquakes,Los Angeles Galaxy,2,1,+0.25,1.99,1.92,+3.25,1.9,1.99
2020-10-05 01:30:00,Real Salt Lake,Los Angeles FC,1,3,+0.5,2.05,1.8599999999999999,+3.25,1.95,1.9300000000000002
2020-10-07 00:30:00,Nashville SC,Minnesota United,0,0,-0.25,2.0300000000000002,1.88,+2.5,2.02,1.88
2020-10-07 23:00:00,New York Red Bulls,Inter Miami,1,2,-0.25,2.02,1.88,+2.75,1.88,2.01
2020-10-07 23:00:00,Atlanta Utd,Orlando City,0,0,-0.25,2.1,1.83,+2.75,1.92,1.97
2020-10-07 23:30:00,New England Revolution,Toronto FC,0,1,0,1.9,2.01,+2.75,1.87,2.02
2020-10-07 23:30:00,Columbus Crew,Club de Foot Montreal,1,2,-1,1.85,2.06,+3,2.06,1.8399999999999999
2020-10-07 23:30:00,Philadelphia Union,FC Cincinnati,3,0,-0.75,1.98,1.9300000000000002,+2.5,1.97,1.92
2020-10-08 00:00:00,Houston Dynamo,FC Dallas,2,0,0,1.92,1.99,+3,1.9300000000000002,1.95
2020-10-08 00:00:00,New York City,DC United,4,1,-1.5,2.02,1.88,+2.75,1.85,2.04
2020-10-08 00:30:00,Sporting Kansas City,Chicago Fire,1,0,-0.75,1.98,1.9300000000000002,+3.25,1.94,1.94
2020-10-08 01:00:00,Colorado Rapids,Los Angeles FC,2,1,-1.25,2.0,1.9100000000000001,+3,2.02,1.87
2020-10-08 02:00:00,Seattle Sounders,Real Salt Lake,2,1,-1.25,2.0,1.9100000000000001,+3,2.02,1.87
2020-10-08 02:30:00,San Jose Earthquakes,Vancouver Whitecaps,3,0,-1,2.08,1.8399999999999999,+3,1.85,2.04
2020-10-08 02:30:00,Los Angeles Galaxy,Portland Timbers,3,6,-0.25,1.98,1.9300000000000002,+3,1.9,1.99
2020-10-10 21:00:00,Inter Miami,Houston Dynamo,1,0,-0.75,1.99,1.92,+3,1.9300000000000002,1.96
2020-10-10 22:00:00,Atlanta Utd,New York Red Bulls,0,1,0,1.97,1.9300000000000002,+2.75,1.97,1.92
2020-10-10 23:00:00,Colorado Rapids,Los Angeles Galaxy,2,1,+0.25,1.94,1.96,+2.75,1.9300000000000002,1.96
2020-10-11 02:00:00,Vancouver Whitecaps,Real Salt Lake,2,1,+0.25,1.94,1.96,+2.75,1.9300000000000002,1.96
2020-10-11 20:30:00,New York City,New England Revolution,1,2,-0.75,1.99,1.9100000000000001,+2.75,1.88,2.0
2020-10-11 23:00:00,Los Angeles FC,Seattle Sounders,3,1,-0.25,1.88,2.02,+3,1.8399999999999999,2.06
2020-10-11 23:30:00,Sporting Kansas City,Nashville SC,2,1,-0.75,1.94,1.96,+2.25,1.85,2.05
2020-10-11 23:30:00,Philadelphia Union,Club de Foot Montreal,2,1,-1,1.9300000000000002,1.97,+3.25,1.99,1.9
2020-10-11 23:30:00,FC Cincinnati,Toronto FC,0,1,+0.25,2.0300000000000002,1.88,+2.5,1.96,1.9300000000000002
2020-10-11 23:30:00,Chicago Fire,DC United,2,1,-1,1.83,2.09,+3,1.96,1.9300000000000002
2020-10-12 00:30:00,FC Dallas,Minnesota United,1,2,0,1.8,2.1,+2.75,1.92,1.97
2020-10-12 02:00:00,Portland Timbers,San Jose Earthquakes,3,0,-0.75,1.9300000000000002,1.98,+3.5,2.01,1.88
2020-10-14 23:30:00,Toronto FC,New York Red Bulls,1,1,-0.75,2.06,1.85,+2.75,1.9300000000000002,1.95
2020-10-14 23:30:00,Orlando City,New York City,1,1,0,1.87,2.04,+3,1.9300000000000002,1.95
2020-10-14 23:30:00,Club de Foot Montreal,New England Revolution,2,3,+0.5,2.02,1.8900000000000001,+3,2.0700000000000003,1.83
2020-10-14 23:30:00,FC Cincinnati,Columbus Crew,2,1,+0.5,2.06,1.85,+2.5,2.0300000000000002,1.87
2020-10-15 00:00:00,DC United,Philadelphia Union,2,2,+0.5,1.8900000000000001,2.01,+2.75,2.02,1.87
2020-10-15 00:00:00,Houston Dynamo,Nashville SC,1,3,-0.75,1.92,1.98,+2.5,1.8900000000000001,2.0
2020-10-15 00:00:00,Inter Miami,Atlanta Utd,1,1,-1,2.08,1.8399999999999999,+2.5,1.88,2.02
2020-10-15 00:30:00,FC Dallas,Sporting Kansas City,1,0,-0.25,1.88,2.02,+3,1.94,1.94
2020-10-15 01:30:00,Real Salt Lake,Portland Timbers,2,1,-0.25,2.0700000000000003,1.85,+3,2.0300000000000002,1.8599999999999999
2020-10-15 02:00:00,Seattle Sounders,Colorado Rapids,0,4,-0.75,1.87,2.04,+3.5,1.8900000000000001,2.0
2020-10-15 02:00:00,Vancouver Whitecaps,Los Angeles FC,2,1,+0.75,2.0300000000000002,1.88,+3.25,1.88,2.01
2020-10-15 02:30:00,Los Angeles Galaxy,San Jose Earthquakes,0,4,-0.75,1.87,2.04,+3.5,1.8900000000000001,2.0
2020-10-17 19:30:00,Chicago Fire,Sporting Kansas City,2,2,-0.25,2.1100000000000003,1.8199999999999998,+3,1.97,1.92
2020-10-17 23:00:00,Club de Foot Montreal,Inter Miami,2,1,+1,1.8599999999999999,2.05,+3,1.88,2.01
2020-10-18 22:00:00,Columbus Crew,New York City,3,1,+0.25,2.0300000000000002,1.88,+2.75,1.9300000000000002,1.95
2020-10-18 23:00:00,New York Red Bulls,Orlando City,1,1,-0.25,2.0700000000000003,1.85,+2.75,1.88,2.01
2020-10-18 23:30:00,Toronto FC,Atlanta Utd,1,0,-1,1.98,1.9300000000000002,+2.75,2.04,1.85
2020-10-18 23:30:00,FC Cincinnati,DC United,1,2,-0.5,2.04,1.87,+2.25,1.88,2.01
2020-10-19 00:00:00,Minnesota United,Houston Dynamo,2,2,-0.5,1.95,1.95,+3.25,1.98,1.9100000000000001
2020-10-19 02:00:00,Portland Timbers,Los Angeles FC,1,1,-0.5,1.9300000000000002,1.97,+3.5,1.98,1.9100000000000001
2020-10-19 02:30:00,Los Angeles Galaxy,Vancouver Whitecaps,1,0,-1,2.0300000000000002,1.88,+3.25,2.0,1.88
2020-10-19 02:30:00,San Jose Earthquakes,Seattle Sounders,0,0,+0.25,1.8900000000000001,2.02,+3,1.8900000000000001,1.99
2020-10-19 23:30:00,New England Revolution,Philadelphia Union,1,2,-0.5,1.99,1.92,+2.75,1.96,1.9300000000000002
2020-10-21 00:30:00,Nashville SC,FC Dallas,3,0,-0.25,1.88,2.0300000000000002,+2.25,1.98,1.9100000000000001
2020-10-22 01:00:00,Colorado Rapids,Sporting Kansas City,1,1,-0.5,1.99,1.92,+3,2.01,1.88
2020-10-23 02:30:00,Seattle Sounders,Portland Timbers,1,1,-0.5,1.99,1.92,+3,2.01,1.88
2020-10-24 20:00:00,Inter Miami,Orlando City,2,1,-0.25,1.94,1.96,+2.75,1.96,1.9300000000000002
2020-10-24 20:00:00,Atlanta Utd,DC United,1,2,-0.5,1.85,2.0700000000000003,+2.5,1.94,1.94
2020-10-24 23:30:00,Philadelphia Union,Toronto FC,5,0,-0.25,2.04,1.88,+2.75,1.9300000000000002,1.95
2020-10-24 23:30:00,New York City,Club de Foot Montreal,3,1,-1.5,1.9300000000000002,1.97,+3.5,1.92,1.97
2020-10-24 23:30:00,FC Cincinnati,Minnesota United,0,1,+0.25,1.99,1.92,+2.75,2.04,1.85
2020-10-24 23:30:00,Chicago Fire,New York Red Bulls,2,2,-0.25,1.88,2.02,+2.75,1.85,2.05
2020-10-25 00:30:00,Real Salt Lake,FC Dallas,0,0,-0.25,1.95,1.95,+2.75,1.98,1.9
2020-10-25 01:00:00,Vancouver Whitecaps,San Jose Earthquakes,2,1,+0.5,1.83,2.09,+2.75,1.8900000000000001,1.99
2020-10-25 18:30:00,Los Angeles FC,Los Angeles Galaxy,2,0,-1,1.8900000000000001,2.01,+3.75,1.94,1.94
2020-10-27 22:00:00,Club de Foot Montreal,Nashville SC,0,1,+0.25,1.8,2.13,+2.5,1.99,1.8900000000000001
2020-10-28 01:00:00,Vancouver Whitecaps,Seattle Sounders,0,2,+1.5,1.88,2.0300000000000002,+3,2.02,1.87
2020-10-28 22:00:00,New York Red Bulls,New England Revolution,1,0,0,1.85,2.06,+2.5,1.9300000000000002,1.96
2020-10-28 22:30:00,FC Cincinnati,Sporting Kansas City,0,1,+0.5,2.0300000000000002,1.88,+2.5,1.9300000000000002,1.96
2020-10-28 22:30:00,Orlando City,Atlanta Utd,4,1,-1,1.99,1.92,+2.75,1.9100000000000001,1.98
2020-10-28 22:30:00,Toronto FC,New York City,0,1,+0.5,1.8399999999999999,2.08,+3,2.01,1.88
