date,home_team,away_team,home_score,away_score,hc_line,hc_home,hc_away,ou_line,over,under,home_underlying,away_underlying
2018-03-03 17:00:00,Toronto FC,Columbus Crew,0,2,-1.0,1.94,1.98,2.75,1.98,1.92,1.9966171021607926,0.9099507584636629
2018-03-03 17:00:00,Toronto FC,Columbus Crew,0,2,-1.0,1.94,1.98,2.75,1.98,1.92,1.9966171021607926,0.9099507584636629
2018-03-03 17:00:00,Toronto FC,Columbus Crew,0,2,-1.0,1.94,1.98,2.75,1.98,1.92,1.9966171021607926,0.9099507584636629
2018-03-03 19:30:00,Houston Dynamo,Atlanta Utd,4,0,0.0,1.89,2.03,2.75,1.98,1.92,1.4866813550925575,1.4308392846699198
2018-03-03 19:30:00,Houston Dynamo,Atlanta Utd,4,0,0.0,1.89,2.03,2.75,1.98,1.92,1.4866813550925575,1.4308392846699198
2018-03-03 19:30:00,Houston Dynamo,Atlanta Utd,4,0,0.0,1.89,2.03,2.75,1.98,1.92,1.4866813550925575,1.4308392846699198
2018-03-03 23:00:00,Philadelphia Union,New England Revolution,2,0,-0.5,1.96,1.96,2.5,1.91,1.99,1.6508635194571692,1.1024077452727268
2018-03-03 23:00:00,Philadelphia Union,New England Revolution,2,0,-0.5,1.96,1.96,2.5,1.91,1.99,1.6508635194571692,1.1024077452727268
2018-03-03 23:00:00,Philadelphia Union,New England Revolution,2,0,-0.5,1.96,1.96,2.5,1.91,1.99,1.6508635194571692,1.1024077452727268
2018-03-03 23:30:00,Orlando City,DC United,1,1,-0.25,2.05,1.87,2.5,1.86,2.04,1.5059863900001222,1.3078987927112569
2018-03-03 23:30:00,Orlando City,DC United,1,1,-0.25,2.05,1.87,2.5,1.86,2.04,1.5059863900001222,1.3078987927112569
2018-03-03 23:30:00,Orlando City,DC United,1,1,-0.25,2.05,1.87,2.5,1.86,2.04,1.5059863900001222,1.3078987927112569
2018-03-04 00:00:00,FC Dallas,Real Salt Lake,1,1,-0.75,1.92,2.0,2.75,1.94,1.96,1.8943077414171103,1.0574776635484564
2018-03-04 00:00:00,FC Dallas,Real Salt Lake,1,1,-0.75,1.92,2.0,2.75,1.94,1.96,1.8943077414171103,1.0574776635484564
2018-03-04 00:00:00,FC Dallas,Real Salt Lake,1,1,-0.75,1.92,2.0,2.75,1.94,1.96,1.8943077414171103,1.0574776635484564
2018-03-04 02:30:00,San Jose Earthquakes,Minnesota United,3,2,-1.0,2.04,1.88,2.75,1.93,1.97,1.9813732992425337,0.978912882788051
2018-03-04 02:30:00,San Jose Earthquakes,Minnesota United,3,2,-1.0,2.04,1.88,2.75,1.93,1.97,1.9813732992425337,0.978912882788051
2018-03-04 02:30:00,San Jose Earthquakes,Minnesota United,3,2,-1.0,2.04,1.88,2.75,1.93,1.97,1.9813732992425337,0.978912882788051
2018-03-04 21:00:00,Seattle Sounders,Los Angeles FC,0,1,-0.75,1.9,2.02,2.75,1.9,2.0,1.9248396149069178,1.0693308899710106
2018-03-04 21:00:00,Seattle Sounders,Los Angeles FC,0,1,-0.75,1.9,2.02,2.75,1.9,2.0,1.9248396149069178,1.0693308899710106
2018-03-04 21:00:00,Seattle Sounders,Los Angeles FC,0,1,-0.75,1.9,2.02,2.75,1.9,2.0,1.9248396149069178,1.0693308899710106
2018-03-04 22:00:00,Vancouver Whitecaps,Club de Foot Montreal,2,1,-0.5,1.85,2.0700000000000003,2.75,2.05,1.85,1.74895123797556,1.0895249274372667
2018-03-04 22:00:00,Vancouver Whitecaps,Club de Foot Montreal,2,1,-0.5,1.85,2.0700000000000003,2.75,2.05,1.85,1.74895123797556,1.0895249274372667
2018-03-04 22:00:00,Vancouver Whitecaps,Club de Foot Montreal,2,1,-0.5,1.85,2.0700000000000003,2.75,2.05,1.85,1.74895123797556,1.0895249274372667
2018-03-04 23:30:00,Sporting Kansas City,New York City,0,2,-0.25,1.84,2.09,2.25,1.83,2.08,1.4824670270989784,1.088683728077871
2018-03-04 23:30:00,Sporting Kansas City,New York City,0,2,-0.25,1.84,2.09,2.25,1.83,2.08,1.4824670270989784,1.088683728077871
2018-03-04 23:30:00,Sporting Kansas City,New York City,0,2,-0.25,1.84,2.09,2.25,1.83,2.08,1.4824670270989784,1.088683728077871
2018-03-05 02:00:00,Los Angeles Galaxy,Portland Timbers,2,1,-0.5,2.1100000000000003,1.82,2.5,1.85,2.06,1.6135500562242957,1.2147215694223061
2018-03-05 02:00:00,Los Angeles Galaxy,Portland Timbers,2,1,-0.5,2.1100000000000003,1.82,2.5,1.85,2.06,1.6135500562242957,1.2147215694223061
2018-03-05 02:00:00,Los Angeles Galaxy,Portland Timbers,2,1,-0.5,2.1100000000000003,1.82,2.5,1.85,2.06,1.6135500562242957,1.2147215694223061
2018-03-10 17:00:00,Columbus Crew,Club de Foot Montreal,3,2,-1.0,1.97,1.95,3.0,2.02,1.88,2.090116204099009,1.0330783368083494
2018-03-10 17:00:00,Columbus Crew,Club de Foot Montreal,3,2,-1.0,1.97,1.95,3.0,2.02,1.88,2.090116204099009,1.0330783368083494
2018-03-10 17:00:00,Columbus Crew,Club de Foot Montreal,3,2,-1.0,1.97,1.95,3.0,2.02,1.88,2.090116204099009,1.0330783368083494
2018-03-10 17:30:00,New England Revolution,Colorado Rapids,2,1,-0.75,2.08,1.85,2.75,2.04,1.86,1.7707841040242625,1.0777399832621235
2018-03-10 17:30:00,New England Revolution,Colorado Rapids,2,1,-0.75,2.08,1.85,2.75,2.04,1.86,1.7707841040242625,1.0777399832621235
2018-03-10 17:30:00,New England Revolution,Colorado Rapids,2,1,-0.75,2.08,1.85,2.75,2.04,1.86,1.7707841040242625,1.0777399832621235
2018-03-10 19:30:00,Real Salt Lake,Los Angeles FC,1,5,-0.75,2.05,1.88,3.0,2.0,1.9,1.9291337715399801,1.2170011785315535
2018-03-10 19:30:00,Real Salt Lake,Los Angeles FC,1,5,-0.75,2.05,1.88,3.0,2.0,1.9,1.9291337715399801,1.2170011785315535
2018-03-10 19:30:00,Real Salt Lake,Los Angeles FC,1,5,-0.75,2.05,1.88,3.0,2.0,1.9,1.9291337715399801,1.2170011785315535
2018-03-10 22:00:00,Chicago Fire,Sporting Kansas City,3,4,0.0,1.88,2.04,2.25,1.91,1.99,1.2749688832690094,1.2170362451845693
2018-03-10 22:00:00,Houston Dynamo,Vancouver Whitecaps,1,2,-1.0,2.1100000000000003,1.82,2.75,1.91,1.99,1.9649051074475423,1.0173574248904391
2018-03-10 22:00:00,Houston Dynamo,Vancouver Whitecaps,1,2,-1.0,2.1100000000000003,1.82,2.75,1.91,1.99,1.9649051074475423,1.0173574248904391
2018-03-10 22:00:00,Chicago Fire,Sporting Kansas City,3,4,0.0,1.88,2.04,2.25,1.91,1.99,1.2749688832690094,1.2170362451845693
2018-03-10 22:00:00,Chicago Fire,Sporting Kansas City,3,4,0.0,1.88,2.04,2.25,1.91,1.99,1.2749688832690094,1.2170362451845693
2018-03-10 22:00:00,Houston Dynamo,Vancouver Whitecaps,1,2,-1.0,2.1100000000000003,1.82,2.75,1.91,1.99,1.9649051074475423,1.0173574248904391
2018-03-10 23:00:00,New York Red Bulls,Portland Timbers,4,0,-0.25,2.1,1.83,2.75,2.04,1.86,1.5046572553800186,1.348854305742468
2018-03-10 23:00:00,New York Red Bulls,Portland Timbers,4,0,-0.25,2.1,1.83,2.75,2.04,1.86,1.5046572553800186,1.348854305742468
2018-03-10 23:00:00,New York Red Bulls,Portland Timbers,4,0,-0.25,2.1,1.83,2.75,2.04,1.86,1.5046572553800186,1.348854305742468
2018-03-10 23:30:00,Orlando City,Minnesota United,1,2,-0.75,1.96,1.96,2.75,1.83,2.08,1.9362346880731323,1.1396032066621213
2018-03-10 23:30:00,Orlando City,Minnesota United,1,2,-0.75,1.96,1.96,2.75,1.83,2.08,1.9362346880731323,1.1396032066621213
2018-03-10 23:30:00,Orlando City,Minnesota United,1,2,-0.75,1.96,1.96,2.75,1.83,2.08,1.9362346880731323,1.1396032066621213
2018-03-11 18:00:00,Atlanta Utd,DC United,3,1,-1.0,1.88,2.04,3.0,2.0,1.9,2.137788035575671,1.003884784509135
2018-03-11 18:00:00,Atlanta Utd,DC United,3,1,-1.0,1.88,2.04,3.0,2.0,1.9,2.137788035575671,1.003884784509135
2018-03-11 18:00:00,Atlanta Utd,DC United,3,1,-1.0,1.88,2.04,3.0,2.0,1.9,2.137788035575671,1.003884784509135
2018-03-11 20:00:00,New York City,Los Angeles Galaxy,2,1,-1.25,2.04,1.88,3.0,2.02,1.88,2.190575633845394,0.9304100837332608
2018-03-11 20:00:00,New York City,Los Angeles Galaxy,2,1,-1.25,2.04,1.88,3.0,2.02,1.88,2.190575633845394,0.9304100837332608
2018-03-11 20:00:00,New York City,Los Angeles Galaxy,2,1,-1.25,2.04,1.88,3.0,2.02,1.88,2.190575633845394,0.9304100837332608
2018-03-17 16:30:00,DC United,Houston Dynamo,2,2,-0.25,1.97,1.95,2.5,1.84,2.06,1.5534564172194485,1.282437352490141
2018-03-17 16:30:00,DC United,Houston Dynamo,2,2,-0.25,1.97,1.95,2.5,1.84,2.06,1.5534564172194485,1.282437352490141
2018-03-17 16:30:00,DC United,Houston Dynamo,2,2,-0.25,1.97,1.95,2.5,1.84,2.06,1.5534564172194485,1.282437352490141
2018-03-17 17:00:00,Philadelphia Union,Columbus Crew,0,0,-0.25,1.99,1.93,2.75,1.96,1.94,1.5939231248561057,1.3430903391638325
2018-03-17 17:00:00,Philadelphia Union,Columbus Crew,0,0,-0.25,1.99,1.93,2.75,1.96,1.94,1.5939231248561057,1.3430903391638325
2018-03-17 17:00:00,Minnesota United,Chicago Fire,2,1,0.0,1.85,2.0700000000000003,3.0,2.0,1.9,1.6219155974704296,1.5298483808385344
2018-03-17 17:00:00,Minnesota United,Chicago Fire,2,1,0.0,1.85,2.0700000000000003,3.0,2.0,1.9,1.6219155974704296,1.5298483808385344
2018-03-17 17:00:00,Philadelphia Union,Columbus Crew,0,0,-0.25,1.99,1.93,2.75,1.96,1.94,1.5939231248561057,1.3430903391638325
2018-03-17 17:00:00,Minnesota United,Chicago Fire,2,1,0.0,1.85,2.0700000000000003,3.0,2.0,1.9,1.6219155974704296,1.5298483808385344
2018-03-17 18:00:00,Club de Foot Montreal,Toronto FC,1,0,0.25,1.83,2.1,2.75,2.04,1.86,1.3496819387815069,1.5062886009212724
2018-03-17 18:00:00,Club de Foot Montreal,Toronto FC,1,0,0.25,1.83,2.1,2.75,2.04,1.86,1.3496819387815069,1.5062886009212724
2018-03-17 18:00:00,Club de Foot Montreal,Toronto FC,1,0,0.25,1.83,2.1,2.75,2.04,1.86,1.3496819387815069,1.5062886009212724
2018-03-17 18:30:00,New York City,Orlando City,2,0,-1.0,1.99,1.93,2.75,1.91,1.99,2.012256660269477,0.9687343118620189
2018-03-17 18:30:00,New York City,Orlando City,2,0,-1.0,1.99,1.93,2.75,1.91,1.99,2.012256660269477,0.9687343118620189
2018-03-17 18:30:00,New York City,Orlando City,2,0,-1.0,1.99,1.93,2.75,1.91,1.99,2.012256660269477,0.9687343118620189
2018-03-17 22:30:00,Atlanta Utd,Vancouver Whitecaps,4,1,-1.25,2.0700000000000003,1.85,3.0,1.91,1.99,2.227164324796127,1.001276541764022
2018-03-17 22:30:00,Atlanta Utd,Vancouver Whitecaps,4,1,-1.25,2.0700000000000003,1.85,3.0,1.91,1.99,2.227164324796127,1.001276541764022
2018-03-17 22:30:00,Atlanta Utd,Vancouver Whitecaps,4,1,-1.25,2.0700000000000003,1.85,3.0,1.91,1.99,2.227164324796127,1.001276541764022
2018-03-17 23:30:00,Sporting Kansas City,San Jose Earthquakes,3,2,-1.25,2.0700000000000003,1.85,2.5,1.91,1.99,1.99563110741674,0.7478666523405685
2018-03-17 23:30:00,Sporting Kansas City,San Jose Earthquakes,3,2,-1.25,2.0700000000000003,1.85,2.5,1.91,1.99,1.99563110741674,0.7478666523405685
2018-03-17 23:30:00,Sporting Kansas City,San Jose Earthquakes,3,2,-1.25,2.0700000000000003,1.85,2.5,1.91,1.99,1.99563110741674,0.7478666523405685
2018-03-18 00:00:00,Real Salt Lake,New York Red Bulls,1,0,-0.25,1.88,2.04,2.75,1.98,1.92,1.634400294401618,1.2803866479934707
2018-03-18 00:00:00,Real Salt Lake,New York Red Bulls,1,0,-0.25,1.88,2.04,2.75,1.98,1.92,1.634400294401618,1.2803866479934707
2018-03-18 00:00:00,Real Salt Lake,New York Red Bulls,1,0,-0.25,1.88,2.04,2.75,1.98,1.92,1.634400294401618,1.2803866479934707
2018-03-18 20:00:00,FC Dallas,Seattle Sounders,3,0,-0.5,1.89,2.03,2.5,1.94,1.96,1.669343198775131,1.049687176768241
2018-03-18 20:00:00,FC Dallas,Seattle Sounders,3,0,-0.5,1.89,2.03,2.5,1.94,1.96,1.669343198775131,1.049687176768241
