New York City - Club de Foot Montreal,"Wednesday, 21 Jul 2021, 23:30","Final result 1:0 (1:0, 0:0)",1.41 5.05,;-2.25 3.16 1.3900000000000001;-2 2.8600000000000003 1.46;-1.75 2.41 1.63;-1.5 2.13 1.79;-1.25 1.88 2.0300000000000002;-1 1.63 2.41;-0.75 1.49 2.7800000000000002;-0.5 1.4 3.13;-0.25 1.27 4.05
New York City - Club de Foot Montreal,"Wednesday, 21 Jul 2021, 23:30","Final result 1:0 (1:0, 0:0)",1.41 5.05,;-2.25 3.16 1.3900000000000001;-2 2.8600000000000003 1.46;-1.75 2.41 1.63;-1.5 2.13 1.79;-1.25 1.88 2.0300000000000002;-1 1.63 2.41;-0.75 1.49 2.7800000000000002;-0.5 1.4 3.13;-0.25 1.27 4.05
